C1	C2	C3	C4	C5	C6	C7	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	AD1	AD2	AD3	AD4	AD5	AD7	AD8	AD9	AD11	AD12	AD13	AD14	AD15	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD28	AD29	AD30	AD31	AD34	AD35	AD36	AD37	AD39	AD40	AD41	AD42	AD43	AD44	AD45	AD46	AD47	AD48
miR-103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-107	0	0	1	0	0	0	1	0	2	0	0	1	1	3	2	4	0	0	2	0	0	0	0	0	1	0	0	0	4	0	0	0	1	4	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0	3	5	1	0	0	0	0	0	0	0	1	1	3	1
miR-108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-109	1051	637	249	956	372	646	206	279	395	146	420	352	1084	380	711	502	438	453	850	244	1293	673	489	836	734	3707	1988	1164	2157	169	710	250	1020	1778	250	422	1305	894	817	3352	1612	574	200	849	755	455	3350	21	238	476	276	625	648	1739	237	466	348	548	314	645	1197	282	115
miR-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-112	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	2	0	1	0	1	0	2	2	1	0	1	0	0	1	2	3	0	1	2	0	0	1	2	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0
miR-113	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	2	1	1	1	2	0	0	0	0	1	3	0	0	0	0	0	5	0	5	0	15	0	0	1	3	0	5	0	0	1	0	0	0	0	0	0	0	0	3	1	0	1	0	1	1	0
miR-114	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-116	6	2	1	0	2	1	0	7	1	2	0	3	2	1	4	0	2	8	6	4	4	1	5	0	5	0	0	15	2	0	4	1	0	30	0	26	13	15	4	0	33	3	1	2	0	6	8	0	3	0	1	0	1	13	0	10	4	2	4	0	3	3	7
miR-117	0	0	0	0	1	0	1	1	2	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	2	0	1	1	0	0	2	0	4	1	0	0	1	1	1	0	0	0	1	0	0	1	0	3	0	2	1	2	0	1	0
miR-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-120	6	12	4	10	11	8	2	7	4	2	6	6	14	2	12	10	7	11	12	3	4	6	1	1	25	1	5	16	7	0	5	2	4	6	5	8	6	39	6	6	45	11	3	5	1	11	7	0	8	3	3	1	2	19	1	12	8	4	3	17	19	10	8
miR-121	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0
miR-122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-123	2	0	2	1	0	1	0	0	1	2	1	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	0	0	0	0	1	0	5	6	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	2	0	3	0	0	1	2
miR-124	2355	2346	1092	4592	2432	6272	5130	1865	2001	2137	6208	4059	5943	6615	5331	6497	5627	6082	7799	1514	6953	4411	3779	4527	3839	9586	6235	2481	4669	5259	8589	4385	4370	11107	8955	1020	758	2216	8882	10029	23842	3899	1564	4133	5047	2337	7706	664	4072	6378	3438	4119	5549	4056	2132	5606	2658	6588	2171	4469	2568	4634	1463
miR-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-126	0	2	2	1	1	1	0	1	3	2	1	0	1	0	0	0	1	2	8	2	3	1	2	5	4	3	2	1	3	0	4	4	4	11	3	2	3	4	1	5	9	4	5	1	3	0	2	0	4	4	1	3	1	2	0	2	2	6	1	0	2	0	1
miR-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0
miR-128	11	12	9	6	12	7	4	12	6	5	6	3	26	2	12	6	17	11	20	3	11	7	7	0	7	2	7	134	8	2	5	7	23	98	10	62	19	32	13	4	106	12	3	11	2	12	23	0	14	9	7	6	0	29	4	21	8	10	11	7	25	5	4
miR-129	2	1	0	1	2	1	0	2	0	1	0	1	1	2	0	1	0	0	2	1	0	0	0	0	1	0	0	3	1	0	0	0	1	2	0	1	0	0	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
miR-130	36	22	25	36	28	19	14	30	12	10	24	20	66	51	63	71	40	29	74	31	28	21	20	18	83	69	108	103	29	4	49	35	35	72	24	40	24	120	102	61	118	40	11	21	42	25	103	1	31	81	8	19	11	77	11	71	35	13	51	39	59	23	12
miR-131	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-132	12	10	4	6	6	4	5	6	4	2	7	1	7	2	10	9	18	25	44	5	8	6	2	6	16	13	14	10	5	5	9	2	8	41	5	15	12	10	16	6	38	14	3	7	6	7	24	0	4	6	4	3	4	25	0	11	6	4	4	5	12	5	1
miR-133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-136	1	0	1	0	0	0	0	0	0	2	1	0	0	0	2	0	3	0	2	0	0	0	1	0	2	1	1	1	1	0	0	1	2	10	0	1	3	6	1	0	8	3	0	1	0	1	2	0	2	1	0	0	1	0	0	0	0	0	0	2	0	1	0
miR-137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-139	15	9	4	1	1	4	1	7	1	1	5	0	6	0	0	1	5	2	6	3	0	4	2	1	3	1	0	35	1	0	1	1	6	26	1	24	19	14	3	0	91	1	0	7	0	22	3	0	10	0	0	0	0	13	0	4	17	1	0	0	10	9	9
miR-140	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
miR-145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-146	5	3	6	1	2	1	0	15	5	4	0	0	3	0	0	2	5	2	3	4	6	2	3	0	4	3	4	23	0	0	3	1	7	12	6	21	8	17	4	6	17	3	1	22	2	3	10	0	10	2	0	0	2	8	1	3	6	4	2	1	6	9	4
miR-147	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
miR-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-150	34	5	15	7	13	28	5	11	12	4	43	11	135	11	12	44	18	13	33	10	22	10	5	0	15	6	13	47	28	2	19	27	26	100	10	25	29	52	13	5	124	36	5	24	17	20	62	0	19	26	2	1	8	40	5	52	10	1	30	10	37	24	12
miR-151	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-153	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-155	10	7	1	6	10	3	5	5	7	3	4	2	10	6	14	6	10	10	10	0	8	8	1	1	6	14	8	16	5	4	12	5	6	20	16	14	12	5	12	4	27	11	0	17	7	3	12	2	12	8	5	4	2	4	0	5	7	3	0	5	9	8	2
miR-156	21	3	11	2	2	3	0	2	12	1	2	0	8	1	1	2	2	2	3	8	6	4	2	2	5	5	5	32	27	1	2	3	5	16	1	15	25	12	2	16	15	10	1	5	2	12	54	0	3	2	0	1	0	8	4	5	9	4	3	5	10	3	0
miR-157	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
miR-158	6	3	8	0	1	1	0	13	2	3	0	0	5	0	0	2	2	2	2	3	1	1	5	2	3	1	2	26	1	2	1	1	0	4	1	80	7	13	2	1	19	3	0	10	0	5	6	0	2	2	0	1	1	6	0	1	1	2	2	1	3	3	3
miR-159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-160	62	19	33	10	3	52	16	37	30	37	52	4	57	33	26	28	46	60	57	21	13	11	12	6	40	8	10	110	41	9	31	26	13	236	10	86	33	57	21	4	391	64	9	17	3	41	55	0	25	31	6	3	5	108	2	70	41	5	19	31	54	93	44
miR-161	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	5	0	0	3	1	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-162	2	1	0	1	2	1	0	2	0	1	0	1	1	2	0	1	0	0	2	1	0	0	0	0	1	0	0	3	1	0	0	0	1	2	0	1	0	0	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
miR-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-165	6	4	14	4	2	12	2	43	11	6	11	7	80	13	7	15	16	10	38	22	3	4	5	0	14	4	1	24	4	0	5	5	2	25	3	87	18	10	4	2	49	5	0	40	1	21	14	0	5	5	4	1	1	16	0	4	14	4	7	6	17	12	2
miR-166	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-168	16877140	21152363	11391945	15208061	14446895	14606487	11945518	8614156	10742925	9282106	14544500	5737741	10775200	14724738	9806091	14730752	19119518	22472275	18161199	9232701	15170227	14895995	12198512	17783667	23424240	17464586	14127865	14676904	8358386	10895755	20148128	11608760	16463194	39655745	19015330	13559808	11987327	8791532	14565300	13480252	45398814	13061051	12996988	7366228	8208503	7651804	16147282	1268282	15967306	14734444	13802440	21897950	19213426	14152797	2620333	15367807	9768542	13624303	7009164	16422478	8977540	19732452	4151328
miR-169	1	0	1	0	0	0	0	0	0	2	1	0	0	0	2	0	3	0	2	0	0	0	1	0	2	1	1	1	1	0	0	1	2	10	0	1	3	6	1	0	8	3	0	1	0	1	2	0	2	1	0	0	1	0	0	0	0	0	0	2	0	1	0
miR-170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-172	4	5	5	1	1	3	1	6	1	4	1	1	1	2	4	0	1	2	0	8	4	3	1	1	2	2	2	1	2	0	2	2	1	3	4	0	5	2	2	5	13	3	0	8	2	4	2	0	4	1	2	1	1	4	0	4	2	6	1	3	2	2	0
miR-173	204	103	133	114	42	116	18	248	153	161	86	36	97	70	28	57	268	317	306	154	144	71	159	133	338	224	260	466	648	81	220	265	270	465	150	631	277	323	159	176	840	198	183	150	74	210	347	12	129	167	118	133	79	533	17	212	255	243	138	135	330	298	97
miR-174	646	351	741	200	60	617	303	1304	618	337	683	267	3407	459	211	698	611	562	781	784	345	363	235	82	474	93	302	2957	546	116	385	415	394	3792	258	2507	1271	1593	246	148	4495	932	144	586	67	1422	885	6	491	325	81	73	61	1203	35	765	1174	313	369	210	1063	1298	448
miR-175	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-176	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-178	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	1	1	0	0	5	3	0	0	0	0	3	0	2	3	4	1	0	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
miR-179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-181	5	2	7	2	0	7	1	6	4	4	3	0	7	7	3	6	13	8	26	4	11	5	7	0	5	1	9	12	2	1	8	7	12	36	8	15	4	25	9	2	74	9	3	5	1	10	6	0	4	6	2	0	1	20	0	25	4	10	6	7	25	8	6
miR-182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-184	3	6	1	3	2	5	5	3	2	0	6	1	6	2	6	2	2	1	4	1	4	2	1	0	7	2	2	5	1	2	5	3	1	6	6	6	2	2	4	1	11	1	1	6	2	3	1	0	4	1	1	1	1	1	0	6	2	0	3	2	2	5	0
miR-185	2	1	0	1	2	1	0	2	0	1	0	1	1	2	0	1	0	0	2	1	0	0	0	0	1	0	0	3	1	0	0	0	1	2	0	1	0	0	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
miR-186	10	21	13	3	9	5	1	19	4	3	4	1	79	7	10	1	2	1	6	8	1	4	0	0	11	1	3	108	3	2	1	1	3	9	3	99	120	19	3	1	33	14	0	50	2	4	14	0	5	0	5	1	4	5	0	8	11	0	5	3	9	7	0
miR-187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0
miR-188	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	2	0	0	3	2	0	1	2	2	10	0	0	2	4	2	1	9	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	2	2	2	2
miR-189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-192	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-194	3	1	0	1	2	0	0	2	1	0	0	0	0	0	1	0	2	0	0	1	0	3	0	0	0	0	0	10	0	1	0	0	0	0	0	2	7	1	0	0	4	1	0	11	0	2	5	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0
miR-195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-199	1	1	1	3	3	1	0	3	1	0	1	0	2	0	0	1	2	1	0	0	0	1	0	0	0	0	0	1	2	0	2	0	0	2	1	5	5	1	1	5	2	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
miR-200	3	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	2	0	1	2	1	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	5	0	1	0	0	0	0	2	0	0	0	0
miR-201	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-203	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-204	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
